,isbn,isbn13,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,author,details,description,purchase
294,1451627289,9781451627280,2011,11/22/63,4.29,258464,303057,30656,2927,7649,35500,109392,147589,https://images.gr-assets.com/books/1327876792m/10644930.jpg,Stephen King,"Hardcover, 849 pages","Life can turn on a dime—or stumble into the extraordinary, as it does for Jake Epping, a high school English teacher in Lisbon Falls, Maine. While grading essays by his GED students, Jake reads a gruesome, enthralling piece penned by janitor Harry Dunning: fifty years ago, Harry somehow survived his father’s sledgehammer slaughter of his entire family. Jake is blown away...but an even more bizarre secret comes to light when Jake’s friend Al, owner of the local diner, enlists Jake to take over the mission that has become his obsession—to prevent the Kennedy assassination. How? By stepping through a portal in the diner’s storeroom, and into the era of Ike and Elvis, of big American cars, sock hops, and cigarette smoke... Finding himself in warmhearted Jodie, Texas, Jake begins a new life. But all turns in the road lead to a troubled loner named Lee Harvey Oswald. The course of history is about to be rewritten...and become heart-stoppingly suspenseful. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=10644930&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
295,241003008,9780241003010,1969,The Very Hungry Caterpillar Board Book,4.29,296952,304528,5760,5801,11214,43549,73389,170575,https://images.gr-assets.com/books/1327878225m/4948.jpg,Eric Carle,"Novelty Book, 24 pages","Celebrate the holidays with The Very Hungry Caterpillar!

Eric Carle’s classic tale teaches children about numbers, days of the week and time. Now paired with a beautiful ornament—available exclusively in this package—this hungry little caterpillar will be the perfect addition to your holiday tree!",https://www.goodreads.com/buy_buttons/12/follow?book_id=24875389&ref=x_gr_w_bb&tag=x_gr_w_bb-20
296,140285601,9780140285600,1963,Cat's Cradle,4.18,238940,274153,8050,2701,8491,43680,102441,116840,https://images.gr-assets.com/books/1327867150m/135479.jpg,Kurt Vonnegut,"Paperback, 306 pages","Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...

Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh... (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=135479&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
297,451528557,9780451528550,1895,The Time Machine,3.87,276076,303730,7353,3570,16119,81773,118129,84139,https://images.gr-assets.com/books/1327942880m/2493.jpg,H.G. Wells,"Paperback, 118 pages","“I’ve had a most amazing time....”

So begins the Time Traveller’s astonishing firsthand account of his journey 800,000 years beyond his own era—and the story that launched H.G. Wells’s successful career and earned him his reputation as the father of science fiction. With a speculative leap that still fires the imagination, Wells sends his brave explorer to face a future burdened with our greatest hopes...and our darkest fears. A pull of the Time Machine’s lever propels him to the age of a slowly dying Earth.  There he discovers two bizarre races—the ethereal Eloi and the subterranean Morlocks—who not only symbolize the duality of human nature, but offer a terrifying portrait of the men of tomorrow as well.  Published in 1895, this masterpiece of invention captivated readers on the threshold of a new century. Thanks to Wells’s expert storytelling and provocative insight, The Time Machine will continue to enthrall readers for generations to come.

  (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=2493&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
299,385751060,9780385751060,2006,The Boy in the Striped Pajamas,4.1,285692,325401,19058,5297,13562,54987,121193,130362,https://images.gr-assets.com/books/1366228171m/39999.jpg,John Boyne,"Hardcover, 224 pages","Berlin 1942

When Bruno returns home from school one day, he discovers that his belongings are being packed in crates. His father has received a promotion and the family must move from their home to a new house far far away, where there is no one to play with and nothing to do. A tall fence running alongside stretches as far as the eye can see and cuts him off from the strange people he can see in the distance.

But Bruno longs to be an explorer and decides that there must be more to this desolate new place than meets the eye. While exploring his new environment, he meets another boy whose life and circumstances are very different to his own, and their meeting results in a friendship that has devastating consequences. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=39999&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
300,1892295490,9781892295490,1899,Heart of Darkness,3.42,255576,308391,9791,25591,42946,84433,88608,66813,https://images.gr-assets.com/books/1392799983m/4900.jpg,Joseph Conrad,"Paperback, 188 pages","Dark allegory describes the narrator's journey up the Congo River and his meeting with, and fascination by, Mr. Kurtz, a mysterious personage who dominates the unruly inhabitants of the region. Masterly blend of adventure, character development, psychological penetration. Considered by many Conrad's finest, most enigmatic story.",https://www.goodreads.com/buy_buttons/12/follow?book_id=4900&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
301,044654759X,9780446547600,2010,Safe Haven,4.19,255531,274974,12769,3010,9496,45461,91240,125767,https://images.gr-assets.com/books/1344268800m/7812659.jpg,Nicholas Sparks,"Kindle Edition, 353 pages","From the #1 New York Times bestselling author comes a captivating love story filled with suspense and mystery.

When a mysterious young woman named Katie appears in the small North Carolina town of Southport, her sudden arrival raises questions about her past. Beautiful yet self-effacing, Katie seems determined to avoid forming personal ties until a series of events draws her into two reluctant relationships: one with Alex, a widowed store owner with a kind heart and two young children; and another with her plainspoken single neighbor, Jo. Despite her reservations, Katie slowly begins to let down her guard, putting down roots in the close-knit community and becoming increasingly attached to Alex and his family.

But even as Katie begins to fall in love, she struggles with the dark secret that still haunts and terrifies her . . . a past that set her on a fearful, shattering journey across the country, to the sheltered oasis of Southport. With Jo's empathic and stubborn support, Katie eventually realizes that she must choose between a life of transient safety and one of riskier rewards . . . and that in the darkest hour, love is the only true safe haven.

(less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=40603730&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
302,1582701709,9781582701710,2006,"The Secret (The Secret, #1)",3.62,241537,250945,9663,23328,26321,55785,61698,83813,https://images.gr-assets.com/books/1482865039m/52529.jpg,Frances Hodgson Burnett,"Hardcover, 331 pages","""One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911.

The plot centers round Mary Lennox, a young English girl who returns to England from India, having suffered the immense trauma by losing both her parents in a cholera epidemic. However, her memories of her parents are not pleasant, as they were a selfish, neglectful and pleasure-seeking couple. Mary is given to the care of her uncle Archibald Craven, whom she has never met. She travels to his home, Misselthwaite Manor located in the gloomy Yorkshire, a vast change from the sunny and warm climate she was used to. When she arrives, she is a rude, stubborn and given to stormy temper tantrums. However, her nature undergoes a gradual transformation when she learns of the tragedies that have befallen her strict and disciplinarian uncle whom she earlier feared and despised. Once when he's away from home, Mary discovers a charming walled garden which is always kept locked. The mystery deepens when she hears sounds of sobbing from somewhere within her uncle's vast mansion. The kindly servants ignore her queries or pretend they haven't heard, spiking Mary's curiosity.

The Secret Garden appeals to both young and old alike. It has wonderful elements of mystery, spirituality, charming characters and an authentic rendering of childhood emotions and experiences. Commonsense, truth and kindness, compassion and a belief in the essential goodness of human beings lie at the heart of this unforgettable story. It is the best known of Frances Hodgson Burnett's works, though most of us have definitely heard of, if not read, her other novel Little Lord Fauntleroy.

The book has been adapted extensively on stage, film and television and translated into all the world's major languages. In 1991, a Japanese anime version was launched for television in Japan. It remains a popular and beloved story of a child's journey into maturity, and a must-read for every child, parent, teacher and anyone who would enjoy this fascinating glimpse of childhood. One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911.""
(less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=2998&ref=x_gr_w_bb&tag=x_gr_w_bb-20
303,60987561,9780060987560,1998,I Know This Much Is True,4.17,246917,257608,7775,4430,9972,39899,86909,116398,https://images.gr-assets.com/books/1373532198m/227711.jpg,Wally Lamb,"Paperback, 897 pages","On the afternoon of October 12, 1990, my twin brother, Thomas, entered the Three Rivers, Connecticut, public library, retreated to one of the rear study carrels, and prayed to God the sacrifice he was about to commit would be deemed acceptable. . . .

One of the most acclaimed novels of our time, Wally Lamb's I Know This Much Is True is a story of alienation and connection, devastation and renewal, at once joyous, heartbreaking, poignant, mystical, and powerfully, profoundly human. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=227711&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
304,1416524347,9781416524340,1983,Pet Sematary,3.91,256383,293753,5430,4584,17315,73475,102744,95635,https://images.gr-assets.com/books/1308894674m/10583.jpg,Stephen King,"Kindle Edition, alternate cover for ASIN B00K3NEE56, 580 pages","The road in front of Dr. Louis Creed's rural Maine home frequently claims the lives of neighborhood pets. Louis has recently moved from Chicago to Ludlow with his wife Rachel, their children and pet cat. Near their house, local children have created a cemetery for the dogs and cats killed by the steady stream of transports on the busy highway. Deeper in the woods lies another graveyard, an ancient Indian burial ground whose sinister properties Louis discovers when the family cat is killed.
source: stephenking.com (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=33124137&ref=x_gr_w_bb&tag=x_gr_w_bb-20
305,671021001,9780671021010,1992,She's Come Undone,3.84,259576,268924,9090,10224,20064,59412,91423,87801,https://images.gr-assets.com/books/1408313457m/5203.jpg,Wally Lamb,"Mass Market Paperback, 465 pages","In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.

Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=5203&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
306,756404738,9780756404730,2011,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",4.57,245686,282349,15503,1486,4018,17932,66415,192498,https://images.gr-assets.com/books/1452624392m/1215032.jpg,Patrick Rothfuss,"Hardcover, First Edition, 994 pages","“There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.”

My name is Kvothe.
I have stolen princesses back from sleeping barrow kings. I burned down the town of Trebon. I have spent the night with Felurian and left with both my sanity and my life. I was expelled from the University at a younger age than most people are allowed in. I tread paths by moonlight that others fear to speak of during day. I have talked to Gods, loved women, and written songs that make the minstrels weep.
You may have heard of me.

So begins the tale of a hero told from his own point of view — a story unequaled in fantasy literature. Now in The Wise Man's Fear, an escalating rivalry with a powerful member of the nobility forces Kvothe to leave the University and seek his fortune abroad. Adrift, penniless, and alone, he travels to Vintas, where he quickly becomes entangled in the politics of courtly society. While attempting to curry favor with a powerful noble, Kvothe uncovers an assassination attempt, comes into conflict with a rival arcanist, and leads a group of mercenaries into the wild, in an attempt to solve the mystery of who (or what) is waylaying travelers on the King's Road.

All the while, Kvothe searches for answers, attempting to uncover the truth about the mysterious Amyr, the Chandrian, and the death of his parents. Along the way, Kvothe is put on trial by the legendary Adem mercenaries, is forced to reclaim the honor of the Edema Ruh, and travels into the Fae realm. There he meets Felurian, the faerie woman no man can resist, and who no man has ever survived ... until Kvothe.

In The Wise Man's Fear, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time.

(less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=1215032&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
307,440241901,9780440241900,2003,Can You Keep a Secret?,3.83,278747,293801,9510,8003,19319,76244,101810,88425,https://images.gr-assets.com/books/1330464293m/33724.jpg,Sophie Kinsella,"Paperback, 374 pages","Meet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: I've always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldn't share with anyone in the world: I have no idea what NATO stands for. Or even what it is. Until she spills them all to a handsome stranger on a plane. At least, she thought he was a stranger.…Until Emma comes face-to-face with Jack Harper, the company's elusive CEO, a man who knows every single humiliating detail about her... (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=33724&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
308,1442403543,9781442403540,2011,"City of Fallen Angels (The Mortal Instruments, #4)",4.16,341826,373167,18870,4306,16000,64499,120426,167936,https://images.gr-assets.com/books/1369452302m/6752378.jpg,Cassandra Clare,"Hardcover, First Edition, 424 pages","The Mortal War is over, and sixteen-year-old Clary Fray is back home in New York, excited about all the possibilities before her. She’s training to become a Shadowhunter and to use her unique power. Her mother is getting married to the love of her life. Downworlders and Shadowhunters are at peace at last. And—most importantly of all—she can finally call Jace her boyfriend.

But nothing comes without a price.

Someone is murdering Shadowhunters, provoking tensions between Downworlders and Shadowhunters that could lead to a second, bloody war. Clary’s best friend, Simon, can’t help her—his mother just found out that he’s a vampire, and now he’s homeless. When Jace begins to pull away from her without explaining why, Clary is forced to delve into the heart of a mystery whose solution reveals her worst nightmare: she herself has set in motion a terrible chain of events that could lead to her losing everything she loves. Even Jace. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=6752378&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
309,743418174,9780743418170,2001,"Good in Bed (Cannie Shapiro, #1)",3.7,248804,252305,5500,12137,20336,66587,84488,68757,https://images.gr-assets.com/books/1327936464m/14748.jpg,Jennifer Weiner,"Paperback, 376 pages","Weiner's witty, original, fast-moving debut features a lovable heroine, a solid cast, snappy dialogue and a poignant take on life's priorities.

For twenty-eight years, things have been tripping along nicely for Cannie Shapiro. Sure, her mother has come charging out of the closet, and her father has long since dropped out of her world. But she loves her friends, her rat terrier, Nifkin, and her job as pop culture reporter for The Philadelphia Examiner. She's even made a tenuous peace with her plus-size body.

But the day she opens up a national women's magazine and sees the words ""Loving a Larger Woman"" above her ex-boyfriend's byline, Cannie is plunged into misery...and the most amazing year of her life. From Philadelphia to Hollywood and back home again, she charts a new course for herself: mourning her losses, facing her past, and figuring out who she is and who she can become. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=14748&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
310,380018179,9780380018180,1977,The Thorn Birds,4.22,255651,266826,4556,2889,9117,42299,85531,126990,https://images.gr-assets.com/books/1391416796m/3412.jpg,Colleen McCullough,"Mass Market Paperback, 25th Anniversary Edition, 692 pages","Alternate Cover Edition ISBN 0380018179 (ISBN13: 9780380018178)
The Thorn Birds is a robust, romantic saga of a singular family, the Clearys. It begins in the early part of this century, when Paddy Cleary moves his wife, Fiona, and their seven children to Drogheda, the vast Australian sheep station owned by his autocratic and childless older sister; and it ends more than half a century later, when the only survivor of the third generation, the brilliant actress Justine O'Neill, sets a course of life and love halfway around the world from her roots.

The central figures in this enthralling story are the indomitable Meggie, the only Cleary daughter, and the one man she truly loves, the stunningly handsome and ambitious priest Ralph de Bricassart. Ralph's course moves him a long way indeed, from a remote Outback parish to the halls of the Vatican; and Meggie's except for a brief and miserable marriage elsewhere, is fixed to the Drogheda that is part of her bones - but distance does not dim their feelings though it shapes their lives.

Wonderful characters people this book; strong and gentle, Paddy, hiding a private memory; dutiful Fiona, holding back love because it once betrayed her, violent, tormented Frank, and the other hardworking Cleary sons who give the boundless lands of Drogheda the energy and devotion most men save for women; Meggie; Ralph; and Meggie's children, Justine and Dane. And the land itself; stark, relentless in its demands, brilliant in its flowering, prey to gigantic cycles of drought and flood, rich when nature is bountiful, surreal like no other place on earth.

(First Edition Jacket) (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=3412&ref=x_gr_w_bb&tag=x_gr_w_bb-20
311,60530928,9780060530920,2008,The Graveyard Book,4.12,302303,325451,23840,5515,12566,53668,120830,132872,https://images.gr-assets.com/books/1303859949m/2213661.jpg,Neil Gaiman,"Hardcover, First Edition, 307 pages","After the grisly murder of his entire family, a toddler wanders into a graveyard where the ghosts and other supernatural residents agree to raise him as one of their own.

Nobody Owens, known to his friends as Bod, is a normal boy. He would be completely normal if he didn't live in a sprawling graveyard, being raised and educated by ghosts, with a solitary guardian who belongs to neither the world of the living nor of the dead. There are dangers and adventures in the graveyard for a boy. But if Bod leaves the graveyard, then he will come under attack from the man Jack—who has already killed Bod's family...

Beloved master storyteller Neil Gaiman returns with a luminous new novel for the audience that embraced his New York Times bestselling modern classic Coraline. Magical, terrifying, and filled with breathtaking adventures, The Graveyard Book is sure to enthrall readers of all ages. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=2213661&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
312,1451681739,9781451681730,2012,The Light Between Oceans,4,243526,288434,29932,3432,11985,56557,124430,92030,https://images.gr-assets.com/books/1336683021m/13158800.jpg,M.L. Stedman,"Hardcover, 343 pages","A captivating, beautiful, and stunningly accomplished debut novel that opens in 1918 Australia - the story of a lighthouse keeper and his wife who make one devastating choice that forever changes two worlds.

Australia, 1926. After four harrowing years fighting on the Western Front, Tom Sherbourne returns home to take a job as the lighthouse keeper on Janus Rock, nearly half a day's journey from the coast. To this isolated island, where the supply boat comes once a season and shore leaves are granted every other year at best, Tom brings a young, bold, and loving wife, Isabel. Years later, after two miscarriages and one stillbirth, the grieving Isabel hears a baby's cries on the wind. A boat has washed up onshore carrying a dead man and a living baby.

Tom, whose records as a lighthouse keeper are meticulous and whose moral principles have withstood a horrific war, wants to report the man and infant immediately. But Isabel has taken the tiny baby to her breast. Against Tom's judgment, they claim her as their own and name her Lucy. When she is two, Tom and Isabel return to the mainland and are reminded that there are other people in the world. Their choice has devastated one of them.

M. L. Stedman's mesmerizing, beautifully written debut novel seduces us into accommodating Isabel's decision to keep this ""gift from God."" And we are swept into a story about extraordinarily compelling characters seeking to find their North Star in a world where there is no right answer, where justice for one person is another's tragic loss. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=13158800&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
313,439709105,9780439709100,2003,"Inkheart (Inkworld, #1)",3.86,285011,301414,10384,8524,22966,71494,98625,99805,https://images.gr-assets.com/books/1328866790m/28194.jpg,Cornelia Funke,"Paperback, 548 pages","Alternate cover edition: 9780439709101

From internationally acclaimed storyteller Cornelia Funke, this bestselling, magical epic is now out in paperback!

One cruel night, Meggie's father reads aloud from a book called INKHEART-- and an evil ruler escapes the boundaries of fiction and lands in their living room. Suddenly, Meggie is smack in the middle of the kind of adventure she has only read about in books. Meggie must learn to harness the magic that has conjured this nightmare. For only she can change the course of the story that has changed her life forever.

This is INKHEART--a timeless tale about books, about imagination, about life. Dare to read it aloud. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=28194&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
315,307279464,9780307279460,1997,A Walk in the Woods,4.05,250192,264449,14422,3553,10293,50487,104690,95426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Bill Bryson,"Mass Market Paperback, 397 pages","The Appalachian Trail stretches from Georgia to Maine and covers some of the most breathtaking terrain in America–majestic mountains, silent forests, sparking lakes. If you’re going to take a hike, it’s probably the place to go. And Bill Bryson is surely the most entertaining guide you’ll find. He introduces us to the history and ecology of the trail and to some of the other hardy (or just foolhardy) folks he meets along the way–and a couple of bears. Already a classic, A Walk in the Woods will make you long for the great outdoors (or at least a comfortable chair to sit and read in). (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=9791&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
316,553279378,9780553279380,1969,I Know Why the Caged Bird Sings,4.19,270859,284448,6666,4969,9937,42472,95531,131539,https://images.gr-assets.com/books/1327957927m/13214.jpg,Maya Angelou,"Paperback, 289 pages","Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local ""powhitetrash."" At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors (""I met and fell in love with William Shakespeare"") will allow her to be free instead of imprisoned.

Poetic and powerful, I Know Why the Caged Bird Sings will touch hearts and change minds for as long as people read. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=13214&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
317,61950726,9780061950730,2013,Orphan Train,4.14,226091,263968,24700,1703,6769,42434,116003,97059,https://images.gr-assets.com/books/1362409483m/15818107.jpg,Christina Baker Kline,"Paperback, 278 pages","The author of Bird in Hand and The Way Life Should Be delivers her most ambitious and powerful novel to date: a captivating story of two very different women who build an unexpected friendship: a 91-year-old woman with a hidden past as an orphan-train rider and the teenage girl whose own troubled adolescence leads her to seek answers to questions no one has ever thought to ask.

Nearly eighteen, Molly Ayer knows she has one last chance. Just months from ""aging out"" of the child welfare system, and close to being kicked out of her foster home, a community service position helping an elderly woman clean out her home is the only thing keeping her out of juvie and worse.

Vivian Daly has lived a quiet life on the coast of Maine. But in her attic, hidden in trunks, are vestiges of a turbulent past. As she helps Vivian sort through her possessions and memories, Molly discovers that she and Vivian aren't as different as they seem to be. A young Irish immigrant orphaned in New York City, Vivian was put on a train to the Midwest with hundreds of other children whose destinies would be determined by luck and chance.

The closer Molly grows to Vivian, the more she discovers parallels to her own life. A Penobscot Indian, she, too, is an outsider being raised by strangers, and she, too, has unanswered questions about the past. As her emotional barriers begin to crumble, Molly discovers that she has the power to help Vivian find answers to mysteries that have haunted her for her entire life - answers that will ultimately free them both.

Rich in detail and epic in scope, Orphan Train is a powerful novel of upheaval and resilience, of second chances, of unexpected friendship, and of the secrets we carry that keep us from finding out who we are. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=15818107&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
318,1442416866,9781442416860,2012,"City of Lost Souls (The Mortal Instruments, #5)",4.3,300553,327869,16639,3341,10329,43333,97947,172919,https://images.gr-assets.com/books/1460477703m/8755776.jpg,Cassandra Clare,"Hardcover, 534 pages","The New York Times bestselling Mortal Instruments continues—and so do the thrills and danger for Jace, Clary, and Simon.

What price is too high to pay, even for love? When Jace and Clary meet again, Clary is horrified to discover that the demon Lilith’s magic has bound her beloved Jace together with her evil brother Sebastian, and that Jace has become a servant of evil. The Clave is out to destroy Sebastian, but there is no way to harm one boy without destroying the other. As Alec, Magnus, Simon, and Isabelle wheedle and bargain with Seelies, demons, and the merciless Iron Sisters to try to save Jace, Clary plays a dangerous game of her own. The price of losing is not just her own life, but Jace’s soul. She’s willing to do anything for Jace, but can she still trust him? Or is he truly lost?

Love. Blood. Betrayal. Revenge. Darkness threatens to claim the Shadowhunters in the harrowing fifth book of the Mortal Instruments series. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=8755776&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
319,316204277,9780316204280,2012,"Where'd You Go, Bernadette",3.9,215453,268153,28973,4080,13047,59489,119361,72176,https://images.gr-assets.com/books/1338822317m/13526165.jpg,Maria Semple,"Hardcover, 330 pages","Bernadette Fox has vanished.

When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. Where'd You Go Bernadette is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=13526165&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
321,60557818,9780060557810,1996,Neverwhere,4.18,268318,301740,15680,3126,9628,46996,113506,128484,https://images.gr-assets.com/books/1348747943m/14497.jpg,Neil Gaiman,"Paperback, 370 pages","Under the streets of London there's a place most people could never even dream of. A city of monsters and saints, murderers and angels, knights in armour and pale girls in black velvet. This is the city of the people who have fallen between the cracks.

Richard Mayhew, a young businessman, is going to find out more than enough about this other London. A single act of kindness catapults him out of his workday existence and into a world that is at once eerily familiar and utterly bizarre. And a strange destiny awaits him down here, beneath his native city: Neverwhere. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=14497&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
322,571224385,9780571224390,1984,The Unbearable Lightness of Being,4.08,205279,247980,10682,4894,12964,42199,84519,103404,https://images.gr-assets.com/books/1265401884m/9717.jpg,Milan Kundera,"Paperback, 320 pages","In The Unbearable Lightness of Being, Milan Kundera tells the story of a young woman in love with a man torn between his love for her and his incorrigible womanizing and one of his mistresses and her humbly faithful lover. This magnificent novel juxtaposes geographically distant places, brilliant and playful reflections, and a variety of styles, to take its place as perhaps the major achievement of one of the world’s truly great writers. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=9717&ref=x_gr_w_bb&tag=x_gr_w_bb-20
324,552135399,9780552135400,1989,A Prayer for Owen Meany,4.22,226964,246452,11197,4679,9761,33669,76223,122120,https://images.gr-assets.com/books/1260470010m/4473.jpg,John Irving,"Paperback, 637 pages","Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.
(back cover) (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=4473&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
325,316182540,9780316182550,1999,White Oleander,3.93,245674,254276,5960,3765,13598,60133,94893,81887,https://images.gr-assets.com/books/1501159524m/32234.jpg,Janet Fitch,"Paperback, 446 pages","Everywhere hailed as a novel of rare beauty and power, White Oleander tells the unforgettable story of Ingrid, a brilliant poet imprisoned for murder, and her daughter, Astrid, whose odyssey through a series of Los Angeles foster homes--each its own universe, with its own laws, its own dangers, its own hard lessons to be learned--becomes a redeeming and surprising journey of self-discovery. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=32234&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
326,039925675X,9780399256750,2011,"Legend (Legend, #1)",4.19,299998,318472,23487,5069,11608,48677,106122,146996,https://images.gr-assets.com/books/1501368160m/9275658.jpg,Marie Lu,"Hardcover, 305 pages","Alternate Cover edition for ISBN 9780399256752

What was once the western United States is now home to the Republic, a nation perpetually at war with its neighbors. Born into an elite family in one of the Republic's wealthiest districts, fifteen-year-old June is a prodigy being groomed for success in the Republic's highest military circles. Born into the slums, fifteen-year-old Day is the country's most wanted criminal. But his motives may not be as malicious as they seem.

From very different worlds, June and Day have no reason to cross paths—until the day June's brother, Metias, is murdered and Day becomes the prime suspect. Caught in the ultimate game of cat and mouse, Day is in a race for his family's survival, while June seeks to avenge Metias's death. But in a shocking turn of events, the two uncover the truth of what has really brought them together, and the sinister lengths their country will go to keep its secrets. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=9275658&ref=x_gr_w_bb&tag=x_gr_w_bb-20
