,isbn,isbn13,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,author,details,description,purchase
255,143038257,9780143038250,2006,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64,283516,288520,21681,14371,27844,77127,97820,71358,https://images.gr-assets.com/books/1395407074m/49436.jpg,Greg Mortenson,"Paperback, Non-Classics, 349 pages","The inspiring account of one man's campaign to build schools in the most dangerous, remote, and anti-American reaches of Asia.

In April 2011, the CBS documentary ""60 Minutes"" called into question Greg Mortenson's work. The program alleged inaccuracies in Three Cups of Tea and its sequel, Stones into Schools as well as financial improprieties in the operation of Mortenson's Central Asia Institute. Questions were also raised about Mortenson's claim that he got lost near K2 and ended up in Korphe; that he was captured by the Taliban in 1996; the number of schools the CAI claimed to have built and whether CAI funds had been used appropriately for Mortenson's book tours. View the broadcast. Jon Krakauer, who had supported the CAI to the tune of $75,000, also questioned Mortenson's accounts and released his allegations in a lengthy article titled Three Cups of Deceit (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=49436&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
257,143034901,9780143034900,2001,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24,263685,317554,24652,4789,11769,42214,101612,157170,https://images.gr-assets.com/books/1344545047m/1232.jpg,Carlos Ruiz Zafn,"Paperback, 487 pages","The international literary sensation, about a boy's quest through the secrets and shadows of postwar Barcelona for a mysterious author whose book has proved as dangerous to own as it is impossible to forget.

Barcelona, 1945 - just after the war, a great world city lies in shadow, nursing its wounds, and a boy named Daniel awakes on his eleventh birthday to find that he can no longer remember his mothers face. To console his only child, Daniels widowed father, an antiquarian book dealer, initiates him into the secret of the Cemetery of Forgotten Books, a library tended by Barcelonas guild of rare-book dealers as a repository for books forgotten by the world, waiting for someone who will care about them again. Daniels father coaxes him to choose a volume from the spiraling labyrinth of shelves, one that, it is said, will have a special meaning for him. And Daniel so loves the novel he selects, The Shadow of the Wind by one Julian Carax, that he sets out to find the rest of Caraxs work. To his shock, he discovers that someone has been systematically destroying every copy of every book this author has written. In fact, he may have the last one in existence. Before Daniel knows it his seemingly innocent quest has opened a door into one of Barcelonas darkest secrets, an epic story of murder, magic, madness and doomed love. And before long he realizes that if he doesnt find out the truth about Julian Carax, he and those closest to him will suffer horribly.

As with all astounding novels, The Shadow of the Wind sends the mind groping for comparisonsThe Crimson Petal and the White? The novels of Arturo Prez-Reverte? Of Victor Hugo? Love in the Time of Cholera?but in the end, as with all astounding novels, no comparison can suffice. As one leading Spanish reviewer wrote, ""The originality of Ruiz Zafns voice is bombproof and displays a diabolical talent. The Shadow of the Wind announces a phenomenon in Spanish literature."" An uncannily absorbing historical mystery, a heart-piercing romance, and a moving homage to the mystical power of books, The Shadow of the Wind is a triumph of the storytellers art. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=1232&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
258,385738757,9780385738750,2010,"The Scorch Trials (Maze Runner, #2)",3.93,305643,346307,23058,5525,21370,79458,124458,115496,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,James Dashner,"Hardcover, 1st Edition, 362 pages","Solving the Maze was supposed to be the end.

Thomas was sure that escape from the Maze would mean freedom for him and the Gladers. But WICKED isnt done yet. Phase Two has just begun. The Scorch.

There are no rules. There is no help. You either make it or you die.

The Gladers have two weeks to cross through the Scorchthe most burned-out section of the world. And WICKED has made sure to adjust the variables and stack the odds against them.

Friendships will be tested. Loyalties will be broken. All bets are off.

There are others now. Their survival depends on the Gladers destructionand theyre determined to survive. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=7631105&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
260,767900383,9780767900390,1996,Under the Tuscan Sun,3.72,279264,281836,3074,12008,22882,74910,93439,78597,https://images.gr-assets.com/books/1320524083m/480479.jpg,Frances Mayes,"Paperback, 304 pages","An enchanting and lyrical look at the life, the traditions, and the cuisine of Tuscany, in the spirit of Peter Mayle's A Year in Provence.

Frances Mayes entered a wondrous new world when she began restoring an abandoned villa in the spectacular Tuscan countryside. There were unexpected treasures at every turn: faded frescos beneath the whitewash in her dining room, a vineyard under wildly overgrown brambles in the garden, and, in the nearby hill towns, vibrant markets and delightful people. In Under the Tuscan Sun, she brings the lyrical voice of a poet, the eye of a seasoned traveler, and the discerning palate of a cook and food writer to invite readers to explore the pleasures of Italian life and to feast at her table. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=480479&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
261,399167064,9780399167060,2014,Big Little Lies,4.2,306186,371433,30120,3775,7865,49115,159494,151184,https://images.gr-assets.com/books/1492239430m/19486412.jpg,Liane Moriarty,"Hardcover, 460 pages","Big Little Lies follows three women, each at a crossroads:

Madeline is a force to be reckoned with. Shes funny and biting, passionate, she remembers everything and forgives no one. Her ex-husband and his yogi new wife have moved into her beloved beachside community, and their daughter is in the same kindergarten class as Madelines youngest (how is this possible?). And to top it all off,Madelines teenage daughter seems to be choosing Madelines ex-husband over her. (How. Is. This. Possible?).

Celeste is the kind of beautiful woman who makes the world stop and stare. While she may seem a bit flustered at times, who wouldnt be, with those rambunctious twin boys? Now that the boys are starting school, Celeste and her husband look set to become the king and queen of the school parent body. But royalty often comes at a price, and Celeste is grappling with how much more she is willing to pay.

New to town, single mom Jane is so young that another mother mistakes her for the nanny. Jane is sad beyond her years and harbors secret doubts about her son. But why? While Madeline and Celeste soon take Jane under their wing, none of them realizes how the arrival of Jane and her inscrutable little boy will affect them all.

Big Little Lies is a brilliant take on ex-husbands and second wives, mothers and daughters, schoolyard scandal, and the dangerous little lies we tell ourselves just to survive. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=19486412&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
262,590920685,9780590920680,1997,Ella Enchanted,3.97,339117,345749,8534,6619,20066,80272,110568,128224,https://images.gr-assets.com/books/1410727190m/24337.jpg,Gail Carson Levine,"Paperback, First Scholastic Edition, 232 pages","Also see: Alternate Cover Editions for this ISBN [ACE]
ACE #1

At birth, Ella is inadvertently cursed by an imprudent young fairy named Lucinda, who bestows on her the ""gift"" of obedience. Anything anyone tells her to do, Ella must obey. Another girl might have been cowed by this affliction, but not feisty Ella: ""Instead of making me docile, Lucinda's curse made a rebel of me. Or perhaps I was that way naturally."" When her beloved mother dies, leaving her in the care of a mostly absent and avaricious father, and later, a loathsome stepmother and two treacherous stepsisters, Ella's life and well-being seem to be in grave peril. But her intelligence and saucy nature keep her in good stead as she sets out on a quest for freedom and self-discovery as she tries to track down Lucinda to undo the curse, fending off ogres, befriending elves, and falling in love with a prince along the way. Yes, there is a pumpkin coach, a glass slipper, and a happily ever after, but this is the most remarkable, delightful, and profound version of Cinderella you'll ever read.

Gail Carson Levine's examination of traditional female roles in fairy tales takes some satisfying twists and deviations from the original. Ella is bound by obedience against her will, and takes matters in her own hands with ambition and verve. Her relationship with the prince is balanced and based on humor and mutual respect; in fact, it is she who ultimately rescues him. Ella Enchanted has won many well-deserved awards, including a Newbery Honor. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=24337&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
263,743297334,9780743297330,1926,The Sun Also Rises,3.83,284988,303117,9826,9602,23682,70004,105785,94044,https://images.gr-assets.com/books/1331828228m/3876.jpg,Ernest Hemingway,"Paperback, 189 pages","The quintessential novel of the Lost Generation, The Sun Also Rises is one of Ernest Hemingway's masterpieces, and a classic example of his spare but powerful writing style. A poignant look at the disillusionment and angst of the post-World War I generation, the novel introduces two of Hemingway's most unforgettable characters: Jake Barnes and Lady Brett Ashley. The story follows the flamboyant Brett and the hapless Jake as they journey from the wild nightlife of 1920s Paris to the brutal bullfighting rings of Spain with a motley group of expatriates. It is an age of moral bankruptcy, spiritual dissolution, unrealized love, and vanishing illusions. First published in 1926, The Sun Also Rises helped to establish Hemingway as one of the greatest writers of the twentieth century. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=3876&ref=x_gr_w_bb&tag=x_gr_w_bb-20
264,61120073,9780061120080,1943,A Tree Grows in Brooklyn,4.24,291909,309000,16088,3693,9667,43734,103879,148027,https://images.gr-assets.com/books/1327883484m/14891.jpg,Betty  Smith,"Paperback, Deckle Page Edition, 496 pages","The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=14891&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
265,446677388,9780446677390,1995,"Kiss the Girls (Alex Cross, #2)",3.93,274639,279116,2798,10518,14558,58296,95980,99764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,James Patterson,"Paperback, 481 pages","In Los Angeles, a reporter investigating a series of murders is killed. In Chapel Hill, North Carolina, a beautiful medical intern suddenly disappears. In Washington D.C. Alex Cross is back to solve the most baffling and terrifying murder case ever. Two clever pattern killers are collaborating, cooperating, competing - and they are working coast to coast.",https://www.goodreads.com/buy_buttons/12/follow?book_id=13148&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
266,312577222,9780312577220,2015,The Nightingale,4.54,253606,327015,37279,2829,4913,20612,82844,215817,https://images.gr-assets.com/books/1451446316m/21853621.jpg,Kristin Hannah,"Hardcover, 440 pages","In love we find out who we want to be. In war we find out who we are.

France, 1939
In the quiet village of Carriveau, Vianne Mauriac says goodbye to her husband, Antoine, as he heads for the Front. She doesnt believe that the Nazis will invade France...but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When France is overrun, Vianne is forced to take an enemy into her house, and suddenly her every move is watched; her life and her childs life is at constant risk. Without food or money or hope, as danger escalates around her, she must make one terrible choice after another.

Viannes sister, Isabelle, is a rebellious eighteen-year-old girl, searching for purpose with all the reckless passion of youth. While thousands of Parisians march into the unknown terrors of war, she meets the compelling and mysterious Getan, a partisan who believes the French can fight the Nazis from within France, and she falls in love as only the young can...completely. When he betrays her, Isabelle races headlong into danger and joins the Resistance, never looking back or giving a thought to the real--and deadly--consequences. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=21853621&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
267,1400078776,9781400078780,2005,Never Let Me Go,3.8,294123,323627,21927,9081,26036,78203,118163,92144,https://images.gr-assets.com/books/1353048590m/6334.jpg,Kazuo Ishiguro,"Paperback, 288 pages","From the Booker Prize-winning author of The Remains of the Day and When We Were Orphans, comes an unforgettable edge-of-your-seat mystery that is at once heartbreakingly tender and morally courageous about what it means to be human.

Hailsham seems like a pleasant English boarding school, far from the influences of the city. Its students are well tended and supported, trained in art and literature, and become just the sort of people the world wants them to be. But, curiously, they are taught nothing of the outside world and are allowed little contact with it.

Within the grounds of Hailsham, Kathy grows from schoolgirl to young woman, but its only when she and her friends Ruth and Tommy leave the safe grounds of the school (as they always knew they would) that they realize the full truth of what Hailsham is.

Never Let Me Go breaks through the boundaries of the literary novel. It is a gripping mystery, a beautiful love story, and also a scathing critique of human arrogance and a moral examination of how we treat the vulnerable and different in our society. In exploring the themes of memory and the impact of the past, Ishiguro takes on the idea of a possible future to create his most moving and powerful book to date. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=6334&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
268,786890754,9780786890750,2003,P.S. I Love You,4.01,262921,283413,7069,7027,16336,56951,90089,113010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Cecelia Ahern,"Paperback, 501 pages","A novel about holding on, letting go, and learning to love again.

Now in paperback, the endearing novel that captured readers' hearts and introduced a fresh new voice in women's fiction Cecelia Ahern.

Holly couldn't live without her husband Gerry, until the day she had to. They were the kind of young couple who could finish each other's sentences. When Gerry succumbs to a terminal illness and dies, 30-year-old Holly is set adrift, unable to pick up the pieces. But with the help of a series of letters her husband left her before he died and a little nudging from an eccentric assortment of family and friends, she learns to laugh, overcome her fears, and discover a world she never knew existed.

The kind of enchanting novel with cross-generational appeal that comes along once in a great while, PS, I Love You is a captivating love letter to the world!

(less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=366522&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
269,1844080382,9781844080380,1938,Rebecca,4.2,177384,329596,14920,4565,10900,49263,112768,152100,https://images.gr-assets.com/books/1327871977m/12873.jpg,Daphne du Maurier,"ebook, 449 pages","Last night I dreamt I went to Manderley again . . .

The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady's maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late wife will cast over their lives--presenting her with a lingering evil that threatens to destroy their marriage from beyond the grave. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=17899948&ref=x_gr_w_bb&tag=x_gr_w_bb-20
270,156030306,9780156030300,1966,Flowers for Algernon,4.07,313044,336199,11328,4223,14882,65106,122462,129526,https://images.gr-assets.com/books/1367141311m/18373.jpg,Daniel Keyes,216 pages,"The story of a mentally disabled man whose experimental quest for intelligence mirrors that of Algernon, an extraordinary lab mouse. In diary entries, Charlie tells how a brain operation increases his IQ and changes his life. As the experimental procedure takes effect, Charlie's intelligence expands until it surpasses that of the doctors who engineered his metamorphosis. The experiment seems to be a scientific breakthrough of paramount importance--until Algernon begins his sudden, unexpected deterioration. Will the same happen to Charlie? (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=36576608&ref=x_gr_w_bb&tag=x_gr_w_bb-20
271,552995878,9780552995870,1989,Like Water for Chocolate,3.94,263199,285469,6559,8887,15941,60147,100011,100483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Laura Esquivel,"Paperback, 224 pages","Earthy, magical, and utterly charming, this tale of family life in turn-of-the-century Mexico became a best-selling phenomenon with its winning blend of poignant romance and bittersweet wit.

The number one bestseller in Mexico and America for almost two years, and subsequently a bestseller around the world, Like Water For Chocolate is a romantic, poignant tale, touched with moments of magic, graphic earthiness, bittersweet wit - and recipes.

A sumptuous feast of a novel, it relates the bizarre history of the all-female De La Garza family. Tita, the youngest daughter of the house, has been forbidden to marry, condemned by Mexican tradition to look after her mother until she dies. But Tita falls in love with Pedro, and he is seduced by the magical food she cooks. In desperation, Pedro marries her sister Rosaura so that he can stay close to her, so that Tita and Pedro are forced to circle each other in unconsummated passion. Only a freakish chain of tragedies, bad luck and fate finally reunite them against all the odds. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=6952&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
272,812968069,9780812968060,2005,Snow Flower and the Secret Fan,4.05,280475,290660,15807,3268,11286,56005,116178,103923,https://images.gr-assets.com/books/1327880508m/1103.jpg,Lisa See,"Kindle Edition, 288 pages","In nineteenth-century China, in a remote Hunan county, a girl named Lily, at the tender age of seven, is paired with a laotong, old same, in an emotional match that will last a lifetime. The laotong, Snow Flower, introduces herself by sending Lily a silk fan on which shes painted a poem in nu shu, a unique language that Chinese women created in order to communicate in secret, away from the influence of men.

As the years pass, Lily and Snow Flower send messages on fans, compose stories on handkerchiefs, reaching out of isolation to share their hopes, dreams, and accomplishments. Together, they endure the agony of foot-binding, and reflect upon their arranged marriages, shared loneliness, and the joys and tragedies of motherhood. The two find solace, developing a bond that keeps their spirits alive. But when a misunderstanding arises, their deep friendship suddenly threatens to tear apart. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=40873273&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
273,451205766,9780451205770,1969,The Godfather,4.36,256480,270386,5832,2930,5985,30009,83730,147732,https://images.gr-assets.com/books/1394988109m/22034.jpg,Mario Puzo,"Paperback, US, 448 pages","The Godfatherthe epic tale of crime and betrayal that became a global phenomenon.

Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to familythese are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness.

~penguin.com (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=22034&ref=x_gr_w_bb&tag=x_gr_w_bb-20
274,525476881,9780525476890,2006,An Abundance of Katherines,3.63,312754,347424,20657,14225,36867,98115,111740,86477,https://images.gr-assets.com/books/1360206426m/49750.jpg,John Green,"Hardcover, 229 pages","Katherine V thought boys were gross
Katherine X just wanted to be friends
Katherine XVIII dumped him in an e-mail
K-19 broke his heart

When it comes to relationships, Colin Singleton's type happens to be girls named Katherine. And when it comes to girls named Katherine, Colin is always getting dumped. Nineteen times, to be exact.

On a road trip miles from home, this anagram-happy, washed-up child prodigy has ten thousand dollars in his pocket, a bloodthirsty feral hog on his trail, and an overweight, Judge Judy-loving best friend riding shotgun--but no Katherines. Colin is on a mission to prove The Theorem of Underlying Katherine Predictability, which he hopes will predict the future of any relationship, avenge Dumpees everywhere, and finally win him the girl.

Love, friendship, and a dead Austro-Hungarian archduke add up to surprising and heart-changing conclusions in this ingeniously layered comic novel about reinventing oneself. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=49750&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
275,553803719,9780553803720,1951,Foundation (Foundation #1),4.13,279688,297588,6240,7697,12471,47251,97583,132586,https://images.gr-assets.com/books/1417900846m/29579.jpg,Isaac Asimov,"Hardcover, 244 pages","For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future -- to a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save mankind, Seldon gathers the best minds in the Empire -- both scientists and scholars -- and brings them to a bleak planet at the edge of the Galaxy to serve as a beacon of hope for a future generations. He calls his sanctuary the Foundation.

But soon the fledgling Foundation finds itself at the mercy of corrupt warlords rising in the wake of the receding Empire. Mankind's last best hope is faced with an agonizing choice: submit to the barbarians and be overrun -- or fight them and be destroyed. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=29579&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
276,62255657,9780062255660,2013,The Ocean at the End of the Lane,3.99,293844,336251,37655,7038,18089,64714,127761,118649,https://images.gr-assets.com/books/1497098563m/15783514.jpg,Neil Gaiman,"Hardcover, First Edition, 181 pages","Sussex, England. A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.

Forty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettiemagical, comforting, wise beyond her yearspromised to protect him, no matter what.

A groundbreaking work from a master, The Ocean at the End of the Lane is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=15783514&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
277,60513063,9780060513060,1981,A Light in the Attic,4.34,297861,304514,2431,3585,7593,38923,85051,169362,https://images.gr-assets.com/books/1427169918m/30118.jpg,Shel Silverstein,"Hardcover, 20th Anniversary Edition with CD, 176 pages","Last night while I lay thinking here
Some Whatifs crawled inside my ear
And pranced and partied all night long
And sang their same old Whatif song:

Whatif I flunk that test?
Whatif green hair grows on my chest?
Whatif nobody likes me?
Whatif a bolt of lightning strikes me?...
This 20th anniversary of Shel Silverstein's A Light in the Attic includes a CD of highlights from his Grammy Award-winning album.

Here in the attic of Shel Silverstein you will find Backward Bill, Sour Face Ann, the Meehoo with an Exactlywatt, and the Polar Bear in the Frigidaire. You will talk with Broiled Face, and find out what happens when Somebody steals your knees, you get caught by the Quick-Digesting Gink, a Mountain snores, and They Put a Brassiere on the Camel.

From the creator of the beloved poetry collections Where the Sidewalk Ends and Falling Up, here is another wondrous book of poems and drawings. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=30118&ref=x_gr_w_bb&tag=x_gr_w_bb-20
278,751565350,9780751565360,2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",3.75,270603,397773,53365,15828,35842,96395,133156,116552,https://images.gr-assets.com/books/1470082995m/29056083.jpg,John Tiffany,"Hardcover, Special Rehearsal Edition Script, UK, 343 pages","Based on an original new story by J.K. Rowling, Jack Thorne and John Tiffany, a new play by Jack Thorne, Harry Potter and the Cursed Child is the eighth story in the Harry Potter series and the first official Harry Potter story to be presented on stage. The play will receive its world premiere in Londons West End on July 30, 2016.

It was always difficult being Harry Potter and it isnt much easier now that he is an overworked employee of the Ministry of Magic, a husband and father of three school-age children.

While Harry grapples with a past that refuses to stay where it belongs, his youngest son Albus must struggle with the weight of a family legacy he never wanted. As past and present fuse ominously, both father and son learn the uncomfortable truth: sometimes, darkness comes from unexpected places. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=29056083&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
279,61726834,9780061726840,2011,"Delirium (Delirium, #1)",3.99,256975,352398,24271,8868,21223,68789,117580,135938,https://images.gr-assets.com/books/1327890411m/11614718.jpg,Lauren Oliver,"Paperback, 441 pages","There is an alternate cover edition for this ISBN13 here.

In an alternate United States, love has been declared a dangerous disease, and the government forces everyone who reaches eighteen to have a procedure called the Cure. Living with her aunt, uncle, and cousins in Portland, Maine, Lena Haloway is very much looking forward to being cured and living a safe, predictable life. She watched love destroy her mother and isn't about to make the same mistake.

But with ninety-five days left until her treatment, Lena meets enigmatic Alex, a boy from the ""Wilds"" who lives under the government's radar. What will happen if they do the unthinkable and fall in love? (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=11614718&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
280,385339704,9780385339700,1992,The Pelican Brief,3.95,288376,296168,2006,2362,12423,73587,116438,91358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,John Grisham,"Paperback, 400 pages","In suburban Georgetown a killer's Reeboks whisperon the front floor of a posh home... In a seedyD.C. porno house a patron is swiftlygarroted to death... The next day America learnsthat two of its Supreme Court justices have beenassassinated. And in New Orleans, a young lawstudent prepares a legal brief... To Darby Shaw it wasno more than a legal shot in the dark, a brilliantguess. To the Washington establishment it waspolitical dynamite. Suddenly Darby is witness to amurder -- a murder intended for her. Goingunderground, she finds there is only one person she cantrust -- an ambitious reporter after a newsbreakhotter than Watergate -- to help her piece together thedeadly puzzle. Somewhere between the bayous ofLouisiana and the White House's inner sanctums, aviolent cover-up is being engineered. For someone hasread Darby's brief. Someone who will stop atnothing to destroy the evidence of an unthinkablecrime. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=32499&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
281,61139378,9780061139380,2002,Coraline,4.03,316379,343630,13905,7078,15010,67188,126167,128187,https://images.gr-assets.com/books/1493497435m/17061.jpg,Neil Gaiman,"Paperback, 162 pages","The day after they moved in, Coraline went exploring....

In Coraline's family's new flat are twenty-one windows and fourteen doors. Thirteen of the doors open and close.

The fourteenth is locked, and on the other side is only a brick wall, until the day Coraline unlocks the door to find a passage to another flat in another house just like her own.

Only it's different.

At first, things seem marvelous in the other flat. The food is better. The toy box is filled with wind-up angels that flutter around the bedroom, books whose pictures writhe and crawl and shimmer, little dinosaur skulls that chatter their teeth. But there's another mother, and another father, and they want Coraline to stay with them and be their little girl. They want to change her and never let her go.

Other children are trapped there as well, lost souls behind the mirrors. Coraline is their only hope of rescue. She will have to fight with all her wits and all the tools she can find if she is to save the lost children, her ordinary life, and herself.

Critically acclaimed and award-winning author Neil Gaiman will delight readers with his first novel for all ages. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=17061&ref=x_gr_w_bb&tag=x_gr_w_bb-20
282,60853980,9780060853980,1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,298304,326373,13914,4991,10988,44804,101159,164431,https://images.gr-assets.com/books/1392528568m/12067.jpg,Terry Pratchett,"Mass Market Paperback, 412 pages","An alternative cover for this ISBN can be found here

According to The Nice and Accurate Prophecies of Agnes Nutter, Witch (the world's only completely accurate book of prophecies, written in 1655, before she exploded), the world will end on a Saturday. Next Saturday, in fact. Just before dinner.

So the armies of Good and Evil are amassing, Atlantis is rising, frogs are falling, tempers are flaring. Everything appears to be going according to Divine Plan. Except a somewhat fussy angel and a fast-living demonboth of whom have lived amongst Earth's mortals since The Beginning and have grown rather fond of the lifestyleare not actually looking forward to the coming Rapture.

And someone seems to have misplaced the Antichrist . . . (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=12067&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
283,140042598,9780140042600,1955,On the Road,3.64,246602,277884,12011,13769,31221,70104,88569,74221,https://images.gr-assets.com/books/1413588576m/70401.jpg,Cormac McCarthy,"Hardcover, First Edition (US/CAN), 241 pages","A searing, postapocalyptic novel destined to become Cormac McCarthys masterpiece.

A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they dont know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged foodand each other.

The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, each the others world entire, are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.
(front flap) (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=6288&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
